FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.1519,1519,POINT (16.395004562723305 48.253768653968386),Matthäus-Jiszda-Straße,Matthäus-Jiszda-Str.,31,
OEFFHALTESTOGD.1520,1520,POINT (16.389989553229636 48.22109300867431),Mühlfeldgasse,Mühlfeldg.,5,
OEFFHALTESTOGD.1521,1521,POINT (16.393178627485742 48.220199457466656),Praterstern,Praterstern,82A,
OEFFHALTESTOGD.1522,1522,POINT (16.39628650030955 48.2538084596384),Matthäus-Jiszda-Straße,Matthäus-Jiszda-Str.,"33A, 33B",
OEFFHALTESTOGD.1523,1523,POINT (16.393327737507644 48.219667940913965),Praterstern,Praterstern,U1,
OEFFHALTESTOGD.1524,1524,POINT (16.392316661238855 48.159388935801296),Theodor-Sickel-Gasse,Theodor-Sickel-G.,"271, 68A",
OEFFHALTESTOGD.1525,1525,POINT (16.38912384121238 48.219612623724004),Kleine Stadtgutgasse,Kleine Stadtgutg.,5B,
OEFFHALTESTOGD.1526,1526,POINT (16.38757010138756 48.15867562856872),Neulandschule,Neulandschule,15A,
OEFFHALTESTOGD.1527,1527,POINT (16.39646219621453 48.25399947199554),Matthäus-Jiszda-Straße,Matthäus-Jiszda-Str.,20B,
OEFFHALTESTOGD.1528,1528,POINT (16.391356302558876 48.21847112250229),Praterstern,Praterstern,O,
OEFFHALTESTOGD.1529,1529,POINT (16.391811966379894 48.15694244200919),Florian-Geyer-Gasse,Florian-Geyer-G.,15A,
OEFFHALTESTOGD.1530,1530,POINT (16.391641341628212 48.21846705070957),Praterstern,Praterstern,5,
OEFFHALTESTOGD.1531,1531,POINT (16.39365004249623 48.15659192239375),Siedlung Südost,Sdlg. Südost,271,
OEFFHALTESTOGD.1532,1532,POINT (16.394661384812352 48.15638793844386),Siedlung Südost,Sdlg. Südost,15A,
OEFFHALTESTOGD.1533,1533,POINT (16.394749245876643 48.1563271888868),Siedlung Südost,Sdlg. Südost,68A,
OEFFHALTESTOGD.1534,1534,POINT (16.393591397814035 48.21844445322085),Praterstern,Praterstern,U2,
OEFFHALTESTOGD.1535,1535,POINT (16.39193191119292 48.218441616666304),Praterstern,Praterstern,"901, 903, S1, S15, S2, S3, S7",
OEFFHALTESTOGD.1536,1536,POINT (16.394790894479303 48.254508169017456),Matthäus-Jiszda-Straße,Matthäus-Jiszda-Str.,20B,
OEFFHALTESTOGD.1537,1537,POINT (16.39147629605301 48.21816304755404),Praterstern,Praterstern,"5B, 80A",
OEFFHALTESTOGD.1538,1538,POINT (16.394952112784672 48.191905600680066),Oberzellergasse,Oberzellerg.,"71, 77A",
OEFFHALTESTOGD.1539,1539,POINT (16.39607060096938 48.15507812463714),Kronawettergasse,Kronawetterg.,"266, 271, 68A",
OEFFHALTESTOGD.1540,1540,POINT (16.394832141505173 48.25456013915273),Matthäus-Jiszda-Straße,Matthäus-Jiszda-Str.,33A,
OEFFHALTESTOGD.1541,1541,POINT (16.398874059204747 48.19267525998873),Petrusgasse,Petrusg.,74A,
OEFFHALTESTOGD.1542,1542,POINT (16.39280154400147 48.21420201812385),Vivariumstraße,Vivariumstr.,80A,
OEFFHALTESTOGD.1543,1543,POINT (16.39151211747816 48.21388957029937),Franzensbrücke,Franzensbr.,O,
OEFFHALTESTOGD.1544,1544,POINT (16.396102627364606 48.19281669649485),Klimschgasse,Klimschg.,77A,
OEFFHALTESTOGD.1545,1545,POINT (16.39186853346739 48.21354315941821),Franzensbrücke,Franzensbr.,80A,
OEFFHALTESTOGD.1546,1546,POINT (16.392136339388134 48.256198798434504),Frömmlgasse,Frömmlg.,33B,
OEFFHALTESTOGD.1547,1547,POINT (16.399369638153992 48.25705248848166),Floridsdorf,Floridsdorf,"25, 30",
OEFFHALTESTOGD.1548,1548,POINT (16.39928849671045 48.257083165523014),Floridsdorf,Floridsdorf,31,
OEFFHALTESTOGD.1549,1549,POINT (16.399164228538606 48.25713213392824),Floridsdorf,Floridsdorf,28A,
OEFFHALTESTOGD.1550,1550,POINT (16.39920153735037 48.25716752397314),Floridsdorf,Floridsdorf,29A,
OEFFHALTESTOGD.1551,1551,POINT (16.397314440230613 48.15252112215353),Filmteichstraße,Filmteichstr.,68A,
OEFFHALTESTOGD.1552,1552,POINT (16.390636119159442 48.193583843878876),Kleistgasse,Kleistg.,"71, 77A",
OEFFHALTESTOGD.1553,1553,POINT (16.397655736984852 48.194041767325814),Rabengasse,Rabeng.,"74A, 77A",
OEFFHALTESTOGD.1554,1554,POINT (16.397578230433783 48.25750789404312),Am Spitz,Am Spitz,33A,
OEFFHALTESTOGD.1555,1555,POINT (16.397312248695457 48.25828341380615),Am Spitz,Am Spitz,26,
OEFFHALTESTOGD.1556,1556,POINT (16.389464867301182 48.15095176520281),Max-Fleischer-Gasse,Max-Fleischer-G.,19A,
OEFFHALTESTOGD.1557,1557,POINT (16.397552723821867 48.258288624835295),Am Spitz,Am Spitz,232,
OEFFHALTESTOGD.1558,1558,POINT (16.396619113723208 48.21211533395967),Kurzbauergasse,Kurzbauerg.,80A,
OEFFHALTESTOGD.1559,1559,POINT (16.392950924002598 48.149483060978),Jura-Soyfer-Gasse,Jura-Soyfer-G.,19A,
OEFFHALTESTOGD.1560,1560,POINT (16.395442387685733 48.21161064078772),Kurzbauergasse,Kurzbauerg.,80A,
OEFFHALTESTOGD.1561,1561,POINT (16.3962943161155 48.25908602666962),Am Spitz,Am Spitz,33B,
OEFFHALTESTOGD.1562,1562,POINT (16.39609933272304 48.19633080741234),Eslarngasse,Eslarng.,74A,
OEFFHALTESTOGD.1563,1563,POINT (16.395983538502467 48.14840120015725),Johann-Pölzer-Gasse,Johann-Pölzer-G.,"266, 271",
OEFFHALTESTOGD.1564,1564,POINT (16.391975075419417 48.1482126715936),Wendstattgasse,Wendstattg.,"19A, 266, 271",
OEFFHALTESTOGD.1565,1565,POINT (16.388978588189477 48.259979660942854),Dunantgasse,Dunantg.,"33B, 36A",
OEFFHALTESTOGD.1566,1566,POINT (16.39083642346402 48.196634705680616),Krankenanstalt Rudolfstiftung,Krankenanstalt Rudolfstiftung,77A,
OEFFHALTESTOGD.1567,1567,POINT (16.39587332222891 48.19676822130898),Eslarngasse,Eslarng.,77A,
OEFFHALTESTOGD.1568,1568,POINT (16.39534807644713 48.26120131018637),Nordbrücke,Nordbr.,"232, 26, 533",
OEFFHALTESTOGD.1569,1569,POINT (16.397320480849498 48.14664961010806),Bergtaidingweg,Bergtaidingweg,266,
OEFFHALTESTOGD.1570,1570,POINT (16.391041359549167 48.263155239277104),Bunsengasse,Bunseng.,36A,
OEFFHALTESTOGD.1571,1571,POINT (16.39327037056783 48.26584113200437),Koloniestraße,Koloniestr.,"26, 36A",
OEFFHALTESTOGD.1572,1572,POINT (16.397951310228198 48.209615354827015),Josef-Gall-Gasse,Josef-Gall-G.,80A,
OEFFHALTESTOGD.1573,1573,POINT (16.38942093239755 48.14615891134829),Hubert-Gsur-Gasse,Hubert-Gsur-G.,19A,
OEFFHALTESTOGD.1574,1574,POINT (16.39512068028295 48.19791412356582),Barichgasse,Barichg.,74A,
OEFFHALTESTOGD.1575,1575,POINT (16.389716987726842 48.2668933526482),Obergfellplatz,Obergfellpl.,36A,
OEFFHALTESTOGD.1576,1576,POINT (16.391764581780482 48.269167079125715),Hopfengasse,Hopfeng.,"232, 26, 36A, 533",
OEFFHALTESTOGD.1577,1577,POINT (16.387731549496955 48.26937046222966),Anton-Bosch-Gasse,Anton-Bosch-G.,33B,
OEFFHALTESTOGD.1578,1578,POINT (16.398111250563066 48.14485136632625),Franz-Koci-Straße,Franz-Koci-Str.,266,
OEFFHALTESTOGD.1579,1579,POINT (16.395555835312074 48.27125889385018),Lokomotivgasse,Lokomotivg.,36A,
OEFFHALTESTOGD.1580,1580,POINT (16.396947720597584 48.27289941055139),Jedlersdorf,Jedlersdorf,36A,
OEFFHALTESTOGD.1581,1581,POINT (16.391708297418894 48.14444713070586),Per-Albin-Hansson-Siedlung Ost,Per-Albin-Hansson-Sdlg. Ost,67,
OEFFHALTESTOGD.1582,1582,POINT (16.396658398827952 48.27339418470811),Jedlersdorf,Jedlersdorf,"903, S3",
OEFFHALTESTOGD.1583,1583,POINT (16.397104879263498 48.209244836583494),Josef-Gall-Gasse,Josef-Gall-G.,80A,
OEFFHALTESTOGD.1584,1584,POINT (16.389805570933266 48.27353585669247),Winkeläckerstraße,Winkeläckerstr.,26,
OEFFHALTESTOGD.1585,1585,POINT (16.387406705945633 48.199054342972865),Ungargasse/Neulinggasse,Ungarg./Neulingg.,"4A, O",
OEFFHALTESTOGD.1586,1586,POINT (16.39297904811447 48.20838556842873),Hetzgasse,Hetzg.,1,
OEFFHALTESTOGD.1587,1587,POINT (16.391576985608207 48.199190678354135),Ziehrerplatz,Ziehrerpl.,4A,
OEFFHALTESTOGD.1588,1588,POINT (16.398110174293627 48.14287901910862),Laaer-Berg-Straße,Laaer-Berg-Str.,67,
OEFFHALTESTOGD.1589,1589,POINT (16.39717737737056 48.199206951620454),Hainburger Straße,Hainburger Str.,77A,
OEFFHALTESTOGD.1590,1590,POINT (16.393102651121527 48.20036720335714),Hintzerstraße,Hintzerstr.,4A,
OEFFHALTESTOGD.1591,1591,POINT (16.39935820163533 48.20614404913654),Wittelsbachstraße,Wittelsbachstr.,1,
OEFFHALTESTOGD.1592,1592,POINT (16.388171367880698 48.2771512779258),Autokaderstraße,Autokaderstr.,26,
OEFFHALTESTOGD.1593,1593,POINT (16.387897303158976 48.27778091942542),Autokaderstraße,Autokaderstr.,"232, 533",
OEFFHALTESTOGD.1594,1594,POINT (16.398955038223093 48.206112231790016),Wittelsbachstraße,Wittelsbachstr.,80A,
OEFFHALTESTOGD.1595,1595,POINT (16.393034641683315 48.2004344047946),Hintzerstraße,Hintzerstr.,74A,
OEFFHALTESTOGD.1596,1596,POINT (16.39806305995096 48.200547593850516),Apostelgasse,Apostelg.,77A,
OEFFHALTESTOGD.1597,1597,POINT (16.398050305181023 48.20603684229014),Wittelsbachstraße,Wittelsbachstr.,"4A, 80A",
OEFFHALTESTOGD.1598,1598,POINT (16.389955927268048 48.1404782549813),Kurt-Tichy-Gasse,Kurt-Tichy-G.,17A,
OEFFHALTESTOGD.1599,1599,POINT (16.3957919152764 48.2058278198094),Löwengasse,Löweng.,4A,
OEFFHALTESTOGD.1600,1600,POINT (16.394769211034415 48.205737851655236),Löwengasse,Löweng.,1,
OEFFHALTESTOGD.1601,1601,POINT (16.393797463814284 48.20549805591021),Rasumofskygasse,Rasumofskyg.,4A,
OEFFHALTESTOGD.1602,1602,POINT (16.392544028641975 48.13946189209401),Grundäckergasse,Grundäckerg.,17A,
OEFFHALTESTOGD.1603,1603,POINT (16.387321201792535 48.20189230795359),Sechskrügelgasse,Sechskrügelg.,O,
OEFFHALTESTOGD.1604,1604,POINT (16.394847632154846 48.20536852735203),Rasumofskygasse,Rasumofskyg.,4A,
OEFFHALTESTOGD.1605,1605,POINT (16.39294467219322 48.293562548751446),Mühlweg,Mühlweg,32A,
OEFFHALTESTOGD.1606,1606,POINT (16.394844768812533 48.13865190238482),Hämmerlegasse,Hämmerleg.,17A,
OEFFHALTESTOGD.1607,1607,POINT (16.390315504060386 48.296113919002096),Anton-Böck-Gasse,Anton-Böck-G.,"220, 32A",
OEFFHALTESTOGD.1608,1608,POINT (16.397501103006043 48.13807719004047),Bischofgasse,Bischofg.,17A,
OEFFHALTESTOGD.1609,1609,POINT (16.392253703518488 48.202085328077374),Rochusgasse,Rochusg.,U3,
OEFFHALTESTOGD.1610,1610,POINT (16.392416694534546 48.20232525521303),Rochusgasse,Rochusg.,4A,
OEFFHALTESTOGD.1611,1611,POINT (16.39910772031566 48.136779032944624),Untere Kaistraße,Unt. Kaistraße,266,
OEFFHALTESTOGD.1612,1612,POINT (16.39048330279761 48.20259429614823),Rochusgasse,Rochusg.,74A,
OEFFHALTESTOGD.1613,1613,POINT (16.38865735130943 48.204193971707596),Weyrgasse,Weyrg.,74A,
OEFFHALTESTOGD.1614,1614,POINT (16.39063959136766 48.20270214090245),Rochusgasse,Rochusg.,4A,
OEFFHALTESTOGD.1615,1615,POINT (16.389497648276272 48.29650100395387),Anton-Böck-Gasse,Anton-Böck-G.,125,
OEFFHALTESTOGD.1616,1616,POINT (16.39102094665036 48.125792754300576),Rustenfeldsiedlung,Rustenfeldsdlg.,"267, 368, 467, 469",
OEFFHALTESTOGD.1617,1617,POINT (16.484934024012116 48.16005083075235),Albern Sendnergasse,Albern Sendnerg.,"279, 76A",
OEFFHALTESTOGD.1618,1618,POINT (16.43040162819035 48.239342675839424),Kagraner Brücke,Kagraner Br.,"25, 93A",
OEFFHALTESTOGD.1619,1619,POINT (16.428714967743367 48.1620692733481),Weißenböckstraße,Weißenböckstr.,"6, 71",
OEFFHALTESTOGD.1620,1620,POINT (16.400512658539075 48.256032256436825),Floridsdorf,Floridsdorf,"28A, 29A, 33A",
OEFFHALTESTOGD.1621,1621,POINT (16.449770645379374 48.25705419388299),Rennbahnweg,Rennbahnweg,"25A, 27A",
OEFFHALTESTOGD.1622,1622,POINT (16.484428738965665 48.23880356990472),Am Heidjöchl,Am Heidjöchl,"23A, 88A, 89A, 97A",
OEFFHALTESTOGD.1623,1623,POINT (16.42037035313945 48.2284747568848),Schödlbergergasse,Schödlbergerg.,"92A, 92B",
OEFFHALTESTOGD.1624,1624,POINT (16.449294149355474 48.27741426391677),Leopoldau,Leopoldau,"901, S1, S15, S2",
OEFFHALTESTOGD.1625,1625,POINT (16.416383344102428 48.17419600980214),"Enkplatz, Grillgasse","Enkplatz, Grillg.","15A, 6, 71",
OEFFHALTESTOGD.1626,1626,POINT (16.45322418974184 48.229010174771076),Erzherzog-Karl-Straße,Erzherzog-Karl-Str.,"86A, 87A, 95B, 96B",
OEFFHALTESTOGD.1627,1627,POINT (16.46475082651531 48.27006468860193),"Percostraße, Wagramer Straße","Percostr., Wagramer Str.","494, 495",
OEFFHALTESTOGD.1628,1628,POINT (16.45289467184289 48.229729262581465),Erzherzog-Karl-Straße,Erzherzog-Karl-Str.,"25, 26A, 391, 392",
OEFFHALTESTOGD.1629,1629,POINT (16.42048004365211 48.297953806127616),Stammersdorf,Stammersdorf,"30, 31",
OEFFHALTESTOGD.1630,1630,POINT (16.427163317866015 48.179378079505156),Haidestraße,Haidestr.,"72A, 76A",
OEFFHALTESTOGD.1631,1631,POINT (16.45592030594821 48.229276771330596),Genochplatz,Genochpl.,"86A, 87A, 95B",
OEFFHALTESTOGD.1632,1632,POINT (16.43371990678538 48.243830450112384),Kagran,Kagran,"26A, 94A",
OEFFHALTESTOGD.1633,1633,POINT (16.433675079621423 48.15881971562989),Zentralfriedhof 1.Tor,Zentralfriedh. 1.Tor,"6, 71",
OEFFHALTESTOGD.1634,1634,POINT (16.42340752756141 48.16730133694846),Simmeringer Hauptstraße/Fickeysstraße,Simmeringer Hauptstr./Fickeysstr.,"6, 71",
OEFFHALTESTOGD.1635,1635,POINT (16.47564536134414 48.22326548346056),Aspernstraße,Aspernstr.,"88A, 89A, 98A",
OEFFHALTESTOGD.1636,1636,POINT (16.45018754659839 48.28220867616081),Lavantgasse Schule,Lavantg. Schule,"125, 32A",
OEFFHALTESTOGD.1637,1637,POINT (16.418763533196984 48.171810683597855),Braunhubergasse,Braunhuberg.,"6, 71",
OEFFHALTESTOGD.1638,1638,POINT (16.474331967870988 48.22228695121486),Aspernstraße,Aspernstr.,"26A, 391, 392",
OEFFHALTESTOGD.1639,1639,POINT (16.401685588905362 48.281993199411566),Ödenburger Straße Schulzentrum,Ödenburger Str. Schulzentrum,"30A, 32A",
OEFFHALTESTOGD.1640,1640,POINT (16.441230686119784 48.19963180740573),Praterkai,Praterkai,"77A, 79B, 80B",
OEFFHALTESTOGD.1641,1641,POINT (16.44968810203949 48.23124389163951),Polgarstraße,Polgarstr.,"25, 94A",
OEFFHALTESTOGD.1642,1642,POINT (16.45760515384402 48.23114558657874),Ostbahn,Ostbahn,"86A, 87A, 95B",
OEFFHALTESTOGD.1643,1643,POINT (16.53766107358421 48.219574678968065),Schoeppelgasse,Schoeppelg.,"98A, 99B",
OEFFHALTESTOGD.1644,1644,POINT (16.41548092473582 48.23265950439535),Kaisermühlen-VIC,Kaisermühlen-VIC,"20B, 92A, 92B",
OEFFHALTESTOGD.1645,1645,POINT (16.471681847997104 48.23584593458972),"Blumengärten, Hirschstetten","Blumengärten, Hirschstetten","23A, 88A, 89A, 95B",
OEFFHALTESTOGD.1646,1646,POINT (16.469339944614056 48.25162254428201),Zwerchäckerweg,Zwerchäckerweg,"24A, 87A",
OEFFHALTESTOGD.1647,1647,POINT (16.497618410406687 48.251211546580414),Breitenlee Ort,Breitenlee Ort,"24A, 95B",
OEFFHALTESTOGD.1648,1648,POINT (16.44198632372358 48.154488832322386),Zentralfriedhof 2.Tor,Zentralfriedh. 2.Tor,"6, 71",
OEFFHALTESTOGD.1649,1649,POINT (16.543280224230138 48.216999660565186),Deindorfstraße,Deindorfstr.,"98A, 99B",
OEFFHALTESTOGD.1650,1650,POINT (16.47276947548243 48.16393066156634),Artillerieplatz,Artilleriepl.,"73A, 76A, 79B, 80B",
OEFFHALTESTOGD.1651,1651,POINT (16.45156765036092 48.27821421772382),Leopoldau,Leopoldau,"125, 32A",
OEFFHALTESTOGD.1652,1652,POINT (16.41405337647509 48.19903965182993),Klaschkaweg,Klaschkaweg,"77A, 80A",
OEFFHALTESTOGD.1653,1653,POINT (16.4513772552949 48.269661672525764),Bubergasse,Buberg.,"28A, 29A",
OEFFHALTESTOGD.1654,1654,POINT (16.483510675260508 48.24035522917311),Zanggasse,Zangg.,"23A, 89A, 97A",
OEFFHALTESTOGD.1655,1655,POINT (16.406344494137503 48.281403929725776),Bernreiterplatz,Bernreiterpl.,"30A, 32A",
OEFFHALTESTOGD.1656,1656,POINT (16.4579562796734 48.228081770067995),Konstanziagasse,Konstanziag.,"86A, 87A, 95B, 96B",
OEFFHALTESTOGD.1657,1657,POINT (16.402713552934376 48.28360869736583),Steinamangergasse,Steinamangerg.,"30A, 32A",
OEFFHALTESTOGD.1658,1658,POINT (16.501673020277437 48.25254182643391),Breitenlee Schule,Breitenlee Schule,"24A, 97A",
OEFFHALTESTOGD.1659,1659,POINT (16.481200915066285 48.219888686255175),Oberdorfstraße/Aspernstraße,Oberdorfstr./Aspernstr.,"26A, 93A, 97A, 98A",
OEFFHALTESTOGD.1660,1660,POINT (16.43067329331122 48.31225975218785),Rendezvousberg,Rendezvousberg,"228, 420, 426",
OEFFHALTESTOGD.1661,1661,POINT (16.481124442519874 48.23972073156733),Prinzgasse,Prinzg.,"23A, 88A, 89A",
OEFFHALTESTOGD.1662,1662,POINT (16.480575457888744 48.22278289617967),Löschniggasse,Löschnigg.,"88A, 89A",
OEFFHALTESTOGD.1663,1663,POINT (16.488733526122278 48.251365603938936),Ziegelhofstraße/Breitenleer Straße,Ziegelhofstr./Breitenleer Str.,"24A, 95B",
OEFFHALTESTOGD.1664,1664,POINT (16.416290842658956 48.301396232513326),Freiheitsplatz,Freiheitspl.,"125, 220, 228, 233, 30A",
OEFFHALTESTOGD.1665,1665,POINT (16.45629952976755 48.2649542115718),Spitzweg,Spitzweg,"494, 495",
OEFFHALTESTOGD.1666,1666,POINT (16.451283003103423 48.22137340007639),Wiedgasse,Wiedg.,"86A, 87A",
OEFFHALTESTOGD.1667,1667,POINT (16.401070279161132 48.31150617145087),Senderstraße,Senderstr.,"228, 233",
OEFFHALTESTOGD.1668,1668,POINT (16.441011181122587 48.2516090147571),Anton-Sattler-Gasse,Anton-Sattler-G.,"25A, 31A",
OEFFHALTESTOGD.1669,1669,POINT (16.40508335288328 48.27736861441813),Haspingerplatz,Haspingerpl.,"30A, 31A, 32A, 36A",
OEFFHALTESTOGD.1670,1670,POINT (16.430092859387248 48.2064439841163),Donaumarina,Donaumarina,"77A, 79B, 80B",
OEFFHALTESTOGD.1671,1671,POINT (16.427083367751028 48.20858004624437),Marathonweg,Marathonweg,"77A, 79B, 80B",
OEFFHALTESTOGD.1672,1672,POINT (16.433792886310655 48.24329388916837),Kagran,Kagran,"25, 26, 26A, 391, 392, 494, 495, 593",
OEFFHALTESTOGD.1673,1673,POINT (16.480056289723112 48.217813116026655),Oberdorfstraße,Oberdorfstr.,"93A, 97A, 98A",
OEFFHALTESTOGD.1674,1674,POINT (16.40022887691488 48.25666249718037),Floridsdorf,Floridsdorf,"901, 903, S1, S15, S2, S3, S7",
OEFFHALTESTOGD.1675,1675,POINT (16.40069541469136 48.25724819524977),Floridsdorf,Floridsdorf,"29A, 33A",
OEFFHALTESTOGD.1676,1676,POINT (16.42149355185888 48.21100491380679),Stadion,Stadion,"11A, 77A",
OEFFHALTESTOGD.1677,1677,POINT (16.49720687205057 48.28324537383838),Weingartenallee,Weingartenallee,25A,
OEFFHALTESTOGD.1678,1678,POINT (16.49250396458283 48.27899081744595),Bettelheimstraße,Bettelheimstr.,"124, 25A, 494, 495",
OEFFHALTESTOGD.1679,1679,POINT (16.469081476981717 48.152927889922665),Sängergasse,Sängerg.,71A,
OEFFHALTESTOGD.1680,1680,POINT (16.488270035194834 48.27789371622037),Badeteich Süßenbrunn,Badeteich Süßenbrunn,25A,
OEFFHALTESTOGD.1681,1681,POINT (16.450203928593943 48.153790453200635),Roschegasse,Roscheg.,71A,
OEFFHALTESTOGD.1682,1682,POINT (16.466083121839752 48.15430869965948),Svetelskystr. bzw. Etrichstr./Svetelskystr. (KWD),Svetelskystr. bzw. Etrichstr./Svetelskys,6,
OEFFHALTESTOGD.1683,1683,POINT (16.466733228249822 48.15437372640231),Svetelskystr. bzw. Etrichstr./Svetelskystr. (KWD),Svetelskystr. bzw. Etrichstr./Svetelskys,71A,
OEFFHALTESTOGD.1684,1684,POINT (16.496168270606542 48.27758397493055),Süßenbrunner Platz,Süßenbrunner Pl.,"494, 495",
OEFFHALTESTOGD.1685,1685,POINT (16.452370705453625 48.277634618405315),Leopoldau,Leopoldau,U1,
OEFFHALTESTOGD.1686,1686,POINT (16.448589987007523 48.27760240532693),"Leopoldau, Möllplatz","Leopoldau, Möllpl.",32A,
OEFFHALTESTOGD.1687,1687,POINT (16.44845856703017 48.15274473318067),Zentralfriedhof 3.Tor,Zentralfriedh. 3.Tor,"6, 71",
OEFFHALTESTOGD.1688,1688,POINT (16.45421932615621 48.27736603252358),Adolf-Loos-Gasse,Adolf-Loos-G.,29A,
OEFFHALTESTOGD.1689,1689,POINT (16.44894066701315 48.1523775022266),Zentralfriedhof 3.Tor,Zentralfriedh. 3.Tor,71,
OEFFHALTESTOGD.1690,1690,POINT (16.495690658300617 48.27727803005036),Süßenbrunner Platz,Süßenbrunner Pl.,"124, 25A",
OEFFHALTESTOGD.1691,1691,POINT (16.455428628234905 48.15479436752487),Pantucekgasse/Widholzgasse,Pantucekg./Widholzg.,6,
OEFFHALTESTOGD.1692,1692,POINT (16.450380949883183 48.27686236113538),Leopoldau,Leopoldau,29A,
OEFFHALTESTOGD.1693,1693,POINT (16.471918390402905 48.15481850755778),Dreherstraße/Hoefftgasse,Dreherstr./Hoefftg.,71A,
OEFFHALTESTOGD.1694,1694,POINT (16.45904480067604 48.15513061696393),Leberberg,Leberberg,6,
OEFFHALTESTOGD.1695,1695,POINT (16.451475043880112 48.155825044234014),Widholzgasse,Widholzg.,71A,
OEFFHALTESTOGD.1696,1696,POINT (16.44587562926747 48.27610907901399),Kürschnergasse,Kürschnerg.,29A,
OEFFHALTESTOGD.1697,1697,POINT (16.467995589178102 48.15583538356493),Hoefftgasse,Hoefftg.,71A,
OEFFHALTESTOGD.1698,1698,POINT (16.48154749024322 48.275878681938394),Campingplatzweg,Campingplatzweg,25A,
OEFFHALTESTOGD.1699,1699,POINT (16.48455997925409 48.15584947474304),Alberner Straße,Alberner Str.,"279, 76A",
OEFFHALTESTOGD.1700,1700,POINT (16.476108432208452 48.27531549228667),Wagramer Straße/Ostbahn,Wagramer Str./Ostbahn,25A,
OEFFHALTESTOGD.1701,1701,POINT (16.45385295578205 48.275055739697315),Oswald-Redlich-Straße,Oswald-Redlich-Str.,29A,
OEFFHALTESTOGD.1702,1702,POINT (16.473690500996494 48.15657234324681),Dreherstraße,Dreherstr.,71A,
OEFFHALTESTOGD.1703,1703,POINT (16.468772611519974 48.157212432696504),Valiergasse,Valierg.,6,
OEFFHALTESTOGD.1704,1704,POINT (16.469279785351024 48.15731245890243),Valiergasse,Valierg.,71A,
OEFFHALTESTOGD.1705,1705,POINT (16.493717295584513 48.1574119570706),Mannswörther Straße,Mannswörther Str.,279,
OEFFHALTESTOGD.1706,1706,POINT (16.45311177739098 48.157769035405884),Kaiserebersdorfer Friedhof,Kaiserebersdorfer Friedh.,71A,
OEFFHALTESTOGD.1707,1707,POINT (16.453940089987682 48.15866723798659),Kaiserebersdorfer Friedhof,Kaiserebersdorfer Friedh.,73A,
OEFFHALTESTOGD.1708,1708,POINT (16.489524210857894 48.15880906100643),Mannswörther Straße,Mannswörther Str.,76A,
OEFFHALTESTOGD.1709,1709,POINT (16.47383939868536 48.158921102913126),Kaiserebersdorf Münnichplatz,Kaiserebersdorf Münnichpl.,"71A, 76A, 79B, 80B",
OEFFHALTESTOGD.1710,1710,POINT (16.496001863831925 48.15893850632963),Alberner Hafen,Alberner Hafen,76A,
OEFFHALTESTOGD.1711,1711,POINT (16.45065778489848 48.159110384082986),Luzegasse,Luzeg.,73A,
OEFFHALTESTOGD.1712,1712,POINT (16.470291199541197 48.159490752584006),Kaiserebersdorf/Zinnergasse,Kaiserebersd./Zinnerg.,6,
